0.01, 0.9455463308099085, , 1.342932793593692
0.02, 0.8922363423412053, , 0.9025543611693074
0.03, 0.736807543139669, , 0.7340584010368337
0.04, 0.8555794098082968, , 0.47237702439709245
0.05, 0.9655411621275111, , 0.4849266249493623
0.06, 0.6492475555978702, , 0.39833079497442847
0.07, 0.6487656450473485, , 0.38729128642600996
0.08, 0.7756869368731708, , 0.39427642308894034
0.09, 0.734686771029294, , 0.4198368843978069
0.10, 0.8155096973812627, 1.5056097683654013, 0.4216358591235757
0.11, 0.8556716604028743, 0.9489665142118232, 0.4083195154818027
0.12, 0.5328881614021681, 0.36047201627582115, 0.37157584047073905
0.13, 0.4142432212327702, 0.33226984657460096, 0.3464368442138112
0.14, 0.4385198425296532, 0.33272399400329083, 0.3464032805858149
0.15, 0.5005862879627709, 0.34871289870288136, 0.3161061511798147
0.16, 0.5038050118504263, 0.3402829930802037, 0.28484544213314805
0.17, 0.5034972115284395, 0.3769885540893283, 0.28434108464739544
0.18, 0.5186233751632767, 0.40038670691203754, 0.26454972863212584
0.19, 0.6181254267196172, 0.39077875217142055, 0.31325387649517084
0.20, 0.54612418748819, 0.4016766321636948, 0.2936809950258344
0.21, 0.5913191331661953, 0.4036794451603482, 0.2849666928192022
0.22, 0.6912858516816093, 0.40911693664630977, 0.28832736961439837
0.23, 0.6591884578956186, 0.4295432284707761, 0.28826149010360186
0.24, 0.7436734167935641, 0.41978322994534784, 0.31051413122760035
0.25, 0.7471830821848984, 0.46749445377245064, 0.2850165317268855
0.26, 0.7454594191084812, 0.4509643148293746, 0.28514704606081076
0.27, 0.7173697190755502, 0.46728009882965515, 0.27836999279245367
0.28, 0.7675396996148468, 0.4656564463009575, 0.2964179015535318
0.29, 0.8060807022756997, 0.5127099602379446, 0.3296988510552655
0.30, 0.8006844175409308, 0.5303431189439102, 0.2769776761256298
0.31, 0.8264317842827569, 0.49032801746109356, 0.3122462047399095
0.32, 0.9277111721016444, 0.5401721124013836, 0.3024796704364023
0.33, 0.8547001530739476, 0.5853967548429013, 0.3016008285010022
0.34, 0.8957835339754979, 0.5207440476264613, 0.29978407217513275
0.35, 0.9181276490500014, 0.559318070909293, 0.2927587295860894
0.36, 0.923578255391997, 0.5919912494477635, 0.313045826549493
0.37, 1.0644760934692061, 0.5883132144019715, 0.2947824876482188
0.38, 1.143563978336627, 0.591676239559673, 0.2964627890263109
0.39, 1.0512130351928108, 0.5868002383600064, 0.3268837325343499
